MESS_DATUM,Supply,Return
2018010912,101.58,57.97
2018010913,102.28,59.97
2018010914,104.50999999999999,59.93
2018010915,107.15,60.07
2018010916,106.05,59.13
2018010917,100.39999999999999,59.97
2018010918,108.34,61.07
2018010919,106.91,61.1
2018010920,104.58,58.1
2018010921,106.64,60.2
2018010922,105.69,58.27
2018010923,102.88000000000001,59.37
2018011000,108.61,60.53
2018011001,111.88,60.5
2018011002,112.10000000000001,60.9
2018011003,104.41,60.6
2018011004,103.60000000000001,59.57
2018011005,110.5,61.37
2018011006,109.5,58.23
2018011007,107.49,60.17
2018011008,108.01,58.23
2018011009,101.23,60.13
2018011010,106.12,59.83
2018011011,98.92,57.67
2018011012,95.95,58.23
2018011013,97.66999999999999,56.1
2018011014,94.2,60.2
2018011015,102.86,57.23
2018011016,97.41,60.47
2018011017,103.19,59.47
2018011018,101.42999999999999,57.43
2018011019,102.7,59.33
2018011020,101.8,56.47
2018011021,105.61,59.5
2018011022,100.6,60.63
2018011023,102.37,59.73
2018011100,102.17999999999999,57.97
2018011101,106.63000000000001,57.03
2018011102,102.4,58.07
2018011103,108.19,60.2
2018011104,102.26,58.4
2018011105,106.16,59.8
2018011106,108.78,60.9
2018011107,104.66000000000001,61.73
2018011108,106.83,59.97
2018011109,113.22,57.97
2018011110,107.92,61.87
2018011111,103.99,58.47
2018011112,108.46,57.17
2018011113,104.95,60.03
2018011114,104.94,56.93
2018011115,107.89,59.0
2018011116,105.94,60.97
2018011117,101.25,56.93
2018011118,98.5,59.9
2018011119,103.69,58.87
2018011120,105.88,56.97
2018011121,107.46000000000001,58.07
2018011122,101.11,61.03
2018011123,105.94,58.1
2018011200,109.59,57.2
2018011201,103.17999999999999,57.27
2018011202,103.92,59.33
2018011203,106.26,57.5
2018011204,107.30999999999999,58.43
2018011205,111.7,59.47
2018011206,107.67999999999999,61.47
2018011207,110.67999999999999,61.47
2018011208,108.16,58.43
2018011209,106.13000000000001,61.4
2018011210,104.46000000000001,57.4
2018011211,104.7,60.37
2018011212,109.17,57.4
2018011213,102.98,61.37
2018011214,102.78,60.4
2018011215,103.72999999999999,60.43
2018011216,108.49,57.47
2018011217,105.50999999999999,57.47
2018011218,104.07,57.5
2018011219,105.31,58.5
2018011220,103.02000000000001,57.53
2018011221,106.77000000000001,60.57
2018011222,110.71,60.6
2018011223,107.05999999999999,59.6
2018011300,107.07,59.6
2018011301,102.88,57.6
2018011302,105.39,61.6
2018011303,103.35,58.6
2018011304,103.08,58.6
2018011305,111.04,58.57
2018011306,109.74,58.6
2018011307,110.89999999999999,60.6
2018011308,104.13,61.63
2018011309,106.45,61.63
2018011310,111.72999999999999,57.6
2018011311,107.13,61.63
2018011312,112.26,61.67
2018011313,112.21,60.6
2018011314,102.66999999999999,61.6
2018011315,107.13,59.63
2018011316,109.23,58.73
2018011317,107.69,58.87
2018011318,108.76,58.0
2018011319,108.96000000000001,59.07
2018011320,108.11,61.13
2018011321,106.06,61.13
2018011322,112.51,62.03
2018011323,114.99,59.0
2018011400,104.97999999999999,59.93
2018011401,113.59,62.0
2018011402,110.84,60.07
2018011403,105.2,61.0
2018011404,105.69,58.0
2018011405,110.65,62.07
2018011406,105.85,59.97
2018011407,107.96,62.0
2018011408,109.95,61.37
2018011409,116.50999999999999,59.3
2018011410,110.5,60.13
2018011411,107.85,60.0
2018011412,113.78,60.9
2018011413,113.27,59.77
2018011414,110.99,58.8
2018011415,105.97,61.93
2018011416,114.7,59.13
2018011417,111.21,62.3
2018011418,115.66,59.47
2018011419,115.61,61.57
2018011420,115.13,59.6
2018011421,116.47,58.63
2018011422,117.52000000000001,62.73
2018011423,113.62,62.67
2018011500,114.05,61.7
2018011501,110.57,61.77
2018011502,113.11,60.73
2018011503,118.46,60.77
2018011504,111.60000000000001,62.73
2018011505,116.49,60.67
2018011506,116.27,62.53
2018011507,109.57,62.43
2018011508,114.65,62.33
2018011509,112.36999999999999,61.13
2018011510,113.75,59.83
2018011511,106.47999999999999,58.6
2018011512,108.36999999999999,58.3
2018011513,107.44,60.0
2018011514,101.79,60.83
2018011515,100.24,60.83
2018011516,101.88000000000001,58.87
2018011517,103.33,58.63
2018011518,99.36999999999999,60.63
2018011519,105.58,57.67
2018011520,100.35000000000001,58.73
2018011521,105.24,56.77
2018011522,101.41,56.87
2018011523,103.44000000000001,57.9
2018011600,106.33999999999999,58.77
2018011601,100.25,58.4
2018011602,101.03999999999999,59.3
2018011603,98.03,58.27
2018011604,99.89,57.37
2018011605,97.61,59.67
2018011606,102.8,58.77
2018011607,101.69,58.7
2018011608,102.78999999999999,61.13
2018011609,99.73,58.83
2018011610,101.81,58.9
2018011611,99.95,57.67
2018011612,100.03,58.57
2018011613,104.49000000000001,58.57
2018011614,109.75999999999999,61.3
2018011615,108.95,61.13
2018011616,103.62,60.07
2018011617,110.58,58.43
2018011618,106.87,59.33
2018011619,111.37,60.4
2018011620,102.44,59.37
2018011621,109.36999999999999,57.47
2018011622,109.88,58.83
2018011623,107.15,58.5
2018011700,109.17999999999999,61.43
2018011701,109.92999999999999,60.43
2018011702,110.11,57.47
2018011703,106.03999999999999,58.6
2018011704,107.21000000000001,58.73
2018011705,109.75,59.8
2018011706,102.83000000000001,59.57
2018011707,109.95,58.47
2018011708,109.26,58.73
2018011709,108.44,61.83
2018011710,109.38,61.67
2018011711,110.75,58.37
2018011712,108.64,60.27
2018011713,106.96000000000001,57.23
2018011714,102.67999999999999,58.27
2018011715,110.52,58.3
2018011716,104.27000000000001,60.23
2018011717,109.64999999999999,60.27
2018011718,106.61,61.43
2018011719,107.92,57.37
2018011720,109.47,59.27
2018011721,101.58,57.33
2018011722,104.15,57.37
2018011723,102.38,58.27
2018011800,101.47,58.33
2018011801,105.42,61.5
2018011802,111.95,59.63
2018011803,103.53,59.33
2018011804,101.53,57.23
2018011805,109.42,59.17
2018011806,104.73,60.13
2018011807,105.72,60.33
2018011808,109.47999999999999,58.6
2018011809,112.77,57.93
2018011810,106.27,60.83
2018011811,106.61999999999999,59.93
2018011812,108.44,59.87
2018011813,112.68,61.87
2018011814,113.47,59.87
2018011815,105.10000000000001,57.7
2018011816,109.69,58.63
2018011817,106.86,61.57
2018011818,111.58,61.63
2018011819,105.96,57.67
2018011820,105.5,60.63
2018011821,103.62,60.73
2018011822,112.30999999999999,57.77
2018011823,104.66,57.67
2018011900,105.99000000000001,59.7
2018011901,105.66,58.7
2018011902,112.62,57.73
2018011903,103.82,57.67
2018011904,106.37,60.67
2018011905,110.2,60.73
2018011906,104.86,61.7
2018011907,109.38,60.77
2018011908,108.45,57.87
2018011909,103.92999999999999,58.8
2018011910,109.07,58.67
2018011911,106.27,58.63
2018011912,105.12,59.67
2018011913,112.15,60.57
2018011914,110.59,60.53
2018011915,106.28999999999999,60.47
2018011916,104.21,57.33
2018011917,101.14,57.33
2018011918,108.28,60.33
2018011919,102.86,61.2
2018011920,106.72,58.43
2018011921,108.06,58.47
2018011922,110.73,61.7
2018011923,104.98,58.73
2018012000,104.31,58.73
2018012001,110.94,57.7
2018012002,103.31,58.63
2018012003,107.07,58.67
2018012004,103.16,61.63
2018012005,105.28,59.7
2018012006,104.89,57.67
2018012007,111.60000000000001,60.7
2018012008,110.23,60.63
2018012009,105.05,61.6
2018012010,108.06,57.53
2018012011,106.55,57.43
2018012012,101.91,61.33
2018012013,103.98,61.23
2018012014,107.71000000000001,61.2
2018012015,101.49000000000001,59.2
2018012016,102.60000000000001,60.2
2018012017,104.56,61.33
2018012018,101.24000000000001,57.37
2018012019,109.73,61.5
2018012020,106.15,61.53
2018012021,109.19,59.63
2018012022,108.86,60.77
2018012023,112.59,61.97
2018012100,112.99000000000001,61.23
2018012101,110.99,61.33
2018012102,107.83999999999999,59.27
2018012103,110.83999999999999,61.27
2018012104,106.05,60.17
2018012105,107.58,62.3
2018012106,116.5,58.53
2018012107,115.37,61.87
2018012108,117.49,61.77
2018012109,115.79,62.57
2018012110,113.08,62.47
2018012111,115.07,62.47
2018012112,116.03999999999999,58.27
2018012113,115.48,59.17
2018012114,107.54,62.0
2018012115,114.88,60.13
2018012116,110.71,58.17
2018012117,107.88,61.13
2018012118,109.69999999999999,61.1
2018012119,111.44,58.1
2018012120,114.89,61.17
2018012121,115.63,60.27
2018012122,112.39999999999999,59.3
2018012123,114.07,62.17
2018012200,111.29,59.17
2018012201,106.95,60.17
2018012202,110.16,61.13
2018012203,112.58999999999999,59.1
2018012204,112.95,60.07
2018012205,111.78,62.0
2018012206,104.82,57.97
2018012207,112.02,58.03
2018012208,114.0,59.87
2018012209,106.13,58.83
2018012210,110.53,58.73
2018012211,105.78,60.8
2018012212,111.46,58.8
2018012213,112.56,57.7
2018012214,105.08,60.67
2018012215,111.29,59.67
2018012216,105.58999999999999,61.6
2018012217,111.41,58.6
2018012218,102.72,57.57
2018012219,109.75,57.53
2018012220,104.35000000000001,57.53
2018012221,105.87,57.53
2018012222,103.98,59.57
2018012223,110.27,58.53
2018012300,104.41000000000001,59.57
2018012301,105.35,59.47
2018012302,105.25999999999999,57.43
2018012303,104.08000000000001,60.4
2018012304,103.64,59.4
2018012305,108.68,61.37
2018012306,106.57,58.3
2018012307,107.74,59.17
2018012308,99.97,59.9
2018012309,100.25,57.3
2018012310,94.2,56.07
2018012311,93.78,55.97
2018012312,95.91999999999999,57.77
2018012313,95.92,58.5
2018012314,98.17,59.67
2018012315,96.28,56.6
2018012316,91.57,55.63
2018012317,94.36999999999999,59.6
2018012318,99.17999999999999,59.8
2018012319,101.31,59.8
2018012320,100.64999999999999,57.77
2018012321,96.72,59.8
2018012322,101.16,58.8
2018012323,93.51,58.67
2018012400,95.77,57.43
2018012401,96.03,57.23
2018012402,87.61999999999999,55.1
2018012403,87.62,54.97
2018012404,89.41,54.87
2018012405,87.75999999999999,57.77
2018012406,87.55,57.8
2018012407,92.11999999999999,56.93
2018012408,92.0,55.77
2018012409,88.85,57.5
2018012410,89.8,56.3
2018012411,84.58000000000001,57.07
2018012412,84.46,56.97
2018012413,81.73,57.9
2018012414,82.37,53.87
2018012415,84.07000000000001,57.7
2018012416,87.06,57.63
2018012417,83.33999999999999,54.6
2018012418,87.23,56.57
2018012419,88.17,55.63
2018012420,87.50999999999999,53.8
2018012421,87.99000000000001,53.87
2018012422,80.15,57.83
2018012423,96.73,55.47
2018012500,90.54,57.53
2018012501,97.75,58.53
2018012502,94.65,58.57
2018012503,91.84,56.67
2018012504,101.3,57.83
2018012505,92.25,57.57
2018012506,101.19999999999999,58.77
2018012507,98.84,57.67
2018012508,99.83,59.6
2018012509,96.66000000000001,59.57
2018012510,92.72,55.37
2018012511,95.78999999999999,55.3
2018012512,93.0,55.23
2018012513,95.75,58.23
2018012514,98.14,56.27
2018012515,89.77000000000001,55.37
2018012516,90.46,56.3
2018012517,93.89999999999999,58.43
2018012518,90.07,56.47
2018012519,93.19999999999999,57.43
2018012520,94.63000000000001,58.57
2018012521,93.55,55.8
2018012522,92.62,57.87
2018012523,99.35,60.0
2018012600,96.57000000000001,60.2
2018012601,101.8,57.3
2018012602,98.97,57.3
2018012603,103.18,58.2
2018012604,96.18,56.03
2018012605,98.41,58.0
2018012606,96.05,58.03
2018012607,102.49,60.0
2018012608,95.58,58.97
2018012609,98.96000000000001,59.87
2018012610,94.74000000000001,57.7
2018012611,97.63,58.63
2018012612,96.4,56.53
2018012613,97.73,55.5
2018012614,97.26,58.67
2018012615,97.16,58.93
2018012616,97.51,57.0
2018012617,95.96000000000001,59.23
2018012618,95.98,60.3
2018012619,97.14999999999999,59.43
2018012620,103.1,59.13
2018012621,102.3,59.43
2018012622,104.64999999999999,56.43
2018012623,102.35000000000001,59.53
2018012700,99.13,58.67
2018012701,97.33,60.7
2018012702,102.94,60.77
2018012703,106.93,58.7
2018012704,104.53999999999999,59.6
2018012705,97.28999999999999,58.6
2018012706,99.64,59.5
2018012707,97.13,60.47
2018012708,98.3,56.43
2018012709,101.98,57.37
2018012710,97.26,60.17
2018012711,98.09,57.0
2018012712,95.29,56.9
2018012713,96.3,58.87
2018012714,96.78,57.0
2018012715,98.63,56.97
2018012716,93.99000000000001,58.03
2018012717,103.74,57.13
2018012718,95.56,57.2
2018012719,93.94000000000001,57.07
2018012720,101.5,57.9
2018012721,95.45,55.8
2018012722,92.24000000000001,59.87
2018012723,97.31,59.3
2018012800,101.88,60.13
2018012801,101.63000000000001,60.2
2018012802,100.05,56.1
2018012803,101.26,58.0
2018012804,96.33,56.77
2018012805,99.59,56.57
2018012806,92.7,58.5
2018012807,96.37,55.73
2018012808,99.49000000000001,55.7
2018012809,95.84,56.57
2018012810,91.4,57.33
2018012811,91.54,58.2
2018012812,96.21,55.1
2018012813,92.89,58.1
2018012814,91.25999999999999,56.13
2018012815,95.03999999999999,56.3
2018012816,92.08,59.6
2018012817,97.61,58.53
2018012818,92.24,59.27
2018012819,92.37,57.03
2018012820,89.67,54.87
2018012821,94.36999999999999,55.8
2018012822,87.36999999999999,55.77
2018012823,93.69,57.67
2018012900,91.22,54.6
2018012901,86.02,57.53
2018012902,85.97,54.57
2018012903,87.6,55.67
2018012904,89.84,57.73
2018012905,94.44,54.67
2018012906,93.25,58.73
2018012907,88.47999999999999,58.77
2018012908,90.36,58.77
2018012909,86.62,58.87
2018012910,94.16000000000001,54.9
2018012911,94.35000000000001,55.03
2018012912,93.62,58.03
2018012913,93.43,59.07
2018012914,87.75,58.0
2018012915,93.24,57.17
2018012916,96.41000000000001,56.57
2018012917,98.78999999999999,56.93
2018012918,102.38000000000001,59.07
2018012919,97.3,56.17
2018012920,96.03999999999999,59.1
2018012921,97.78,58.07
2018012922,99.57000000000001,56.07
2018012923,103.11999999999999,59.27
2018013000,101.63000000000001,58.2
2018013001,100.38000000000001,57.37
2018013002,98.9,56.33
2018013003,102.46,60.33
2018013004,99.30999999999999,58.43
2018013005,100.24,58.5
2018013006,96.58000000000001,59.57
2018013007,102.08,60.67
2018013008,98.64999999999999,56.6
2018013009,105.86,60.53
2018013010,96.12,56.37
2018013011,94.22,59.13
2018013012,98.57000000000001,58.07
2018013013,102.03,58.87
2018013014,95.74,58.0
2018013015,94.53,56.03
2018013016,94.50999999999999,58.1
2018013017,94.23,59.2
2018013018,100.96,56.3
2018013019,99.53,57.5
2018013020,107.0,58.97
2018013021,101.22,60.0
2018013022,105.88000000000001,58.23
2018013023,101.34,61.3
2018013100,102.63000000000001,58.07
2018013101,109.88,57.3
2018013102,106.03,61.17
2018013103,105.04,60.23
2018013104,109.31,61.17
2018013105,102.49,61.0
2018013106,98.52,59.8
2018013107,102.95,60.9
2018013108,101.69,59.47
2018013109,98.58999999999999,56.6
2018013110,92.88000000000001,58.37
2018013111,93.4,56.2
2018013112,96.69,55.13
2018013113,93.73,57.07
2018013114,91.74,57.33
2018013115,99.52000000000001,56.53
2018013116,97.10000000000001,55.73
2018013117,104.78,60.57
2018013118,103.86999999999999,57.47
2018013119,103.12,60.57
2018013120,99.19,57.53
2018013121,103.53,58.67
2018013122,99.75,56.93
2018013123,105.10000000000001,60.9
2018020100,105.45,61.2
2018020101,105.43,58.53
2018020102,107.42,61.67
2018020103,105.85,59.67
2018020104,107.9,60.7
2018020105,106.86,57.6
2018020106,107.32000000000001,58.57
2018020107,102.67,60.57
2018020108,103.29,57.53
2018020109,108.94000000000001,59.23
2018020110,99.96000000000001,56.87
2018020111,101.31,57.87
2018020112,103.75999999999999,59.63
2018020113,100.64999999999999,58.63
2018020114,101.04,57.67
2018020115,97.38,56.67
2018020116,102.75,56.9
2018020117,104.11,56.9
2018020118,103.41,59.0
2018020119,103.22,60.07
2018020120,101.73,57.17
2018020121,103.07000000000001,58.03
2018020122,99.31,57.97
2018020123,101.23,58.9
2018020200,98.67999999999999,57.93
2018020201,100.83,57.03
2018020202,99.85000000000001,57.03
2018020203,108.48,61.03
2018020204,104.28,57.0
2018020205,101.69000000000001,60.07
2018020206,105.35000000000001,58.03
2018020207,101.42,58.97
2018020208,105.69,61.03
2018020209,104.15,58.0
2018020210,103.75999999999999,57.13
2018020211,107.85,58.97
2018020212,105.44999999999999,59.93
2018020213,108.07,57.93
2018020214,100.73,57.83
2018020215,101.24000000000001,59.73
2018020216,104.3,60.77
2018020217,106.23,58.17
2018020218,102.32,60.1
2018020219,100.55,57.1
2018020220,107.29,58.0
2018020221,102.59,58.03
2018020222,99.81,60.13
2018020223,108.32000000000001,60.4
2018020300,105.71000000000001,61.57
2018020301,109.91999999999999,60.6
2018020302,105.2,59.83
2018020303,107.36999999999999,59.97
2018020304,114.13,60.0
2018020305,111.13,58.0
2018020306,109.45,62.07
2018020307,114.36999999999999,60.13
2018020308,112.13000000000001,61.07
2018020309,107.39,61.1
2018020310,108.30999999999999,59.1
2018020311,114.81,60.17
2018020312,115.77000000000001,59.23
2018020313,113.42,61.23
2018020314,111.52,59.2
2018020315,115.51,59.23
2018020316,113.0,62.23
2018020317,116.0,58.27
2018020318,113.85,60.3
2018020319,109.37,60.37
2018020320,116.16000000000001,61.4
2018020321,112.75,60.4
2018020322,110.62,60.37
2018020323,109.33,58.33
2018020400,110.11,59.4
2018020401,113.43,59.5
2018020402,108.66,61.53
2018020403,111.84,62.53
2018020404,110.55,61.5
2018020405,108.97,59.5
2018020406,112.63,58.43
2018020407,111.96000000000001,62.57
2018020408,116.78,60.5
2018020409,111.67,61.23
2018020410,106.86,59.07
2018020411,106.57,59.13
2018020412,109.69,59.83
2018020413,110.79,58.67
2018020414,106.89999999999999,61.63
2018020415,108.14999999999999,59.63
2018020416,110.86,61.63
2018020417,109.11999999999999,58.6
2018020418,109.07,60.67
2018020419,111.53999999999999,59.6
2018020420,104.65,57.67
2018020421,104.73,57.67
2018020422,112.45,58.67
2018020423,111.66999999999999,61.77
2018020500,113.36999999999999,59.77
2018020501,109.86,61.93
2018020502,109.05,60.97
2018020503,114.54,59.0
2018020504,111.21,62.0
2018020505,109.37,62.03
2018020506,110.74000000000001,58.23
2018020507,109.99000000000001,60.03
2018020508,106.19999999999999,60.1
2018020509,106.57,59.0
2018020510,111.55,59.03
2018020511,109.9,57.67
2018020512,111.84,57.67
2018020513,108.14,60.57
2018020514,105.47,57.83
2018020515,110.69,57.8
2018020516,106.01,58.9
2018020517,110.52,62.03
2018020518,107.61999999999999,62.1
2018020519,109.36,62.27
2018020520,115.91,58.37
2018020521,113.54,59.5
2018020522,117.48,60.83
2018020523,112.92,61.07
2018020600,115.25999999999999,58.97
2018020601,115.52,61.1
2018020602,121.57,61.13
2018020603,120.00999999999999,63.27
2018020604,121.23,61.33
2018020605,120.61,60.47
2018020606,113.87,62.37
2018020607,121.03,63.37
2018020608,120.06,60.3
2018020609,116.39,62.73
2018020610,112.88,61.6
2018020611,110.12,60.4
2018020612,110.34,62.07
2018020613,109.66,58.1
2018020614,106.86,60.13
2018020615,113.73,61.17
2018020616,114.62,60.5
2018020617,110.31,61.63
2018020618,115.92999999999999,61.8
2018020619,120.9,60.07
2018020620,118.72,60.4
2018020621,114.45,59.5
2018020622,124.07000000000001,63.57
2018020623,123.69,61.03
2018020700,122.0,64.03
2018020701,127.73,62.2
2018020702,123.86,60.4
2018020703,121.74,62.43
2018020704,120.24000000000001,62.53
2018020705,129.54999999999998,60.77
2018020706,121.88000000000001,61.57
2018020707,128.37,61.57
2018020708,117.41,60.93
2018020709,118.92999999999999,59.27
2018020710,110.03,59.8
2018020711,114.80999999999999,58.43
2018020712,106.14,60.17
2018020713,114.17,59.03
2018020714,110.67999999999999,60.97
2018020715,113.93,59.17
2018020716,116.64,62.4
2018020717,115.38,58.77
2018020718,118.71000000000001,59.37
2018020719,122.68,63.4
2018020720,122.11,63.7
2018020721,125.12,62.03
2018020722,122.66,61.1
2018020723,128.94,62.33
2018020800,124.22999999999999,63.27
2018020801,122.00999999999999,61.6
2018020802,120.21,62.47
2018020803,129.22,62.63
2018020804,122.52,64.77000000000001
2018020805,127.67,60.8
2018020806,126.19,60.7
2018020807,129.35,62.7
2018020808,122.3,61.27
2018020809,113.05000000000001,59.07
2018020810,109.59,58.47
2018020811,106.37,61.03
2018020812,108.19,58.67
2018020813,103.50999999999999,57.63
2018020814,107.00999999999999,59.63
2018020815,105.51,59.7
2018020816,106.82000000000001,61.07
2018020817,113.91,60.27
2018020818,116.39,59.57
2018020819,117.21,60.8
2018020820,114.75,58.97
2018020821,118.14,61.4
2018020822,118.39,63.03
2018020823,120.23,60.47
2018020900,119.74000000000001,62.57
2018020901,117.4,61.67
2018020902,119.11,60.93
2018020903,121.9,63.9
2018020904,124.67999999999999,62.97
2018020905,119.17,59.73
2018020906,121.83,59.87
2018020907,125.29,63.73
2018020908,117.96000000000001,63.57
2018020909,120.13000000000001,60.2
2018020910,115.66,62.8
2018020911,110.88,61.33
2018020912,109.5,60.9
2018020913,103.88,59.7
2018020914,108.46,59.6
2018020915,110.92999999999999,59.6
2018020916,104.89,58.87
2018020917,112.67,62.2
2018020918,106.71000000000001,61.2
2018020919,108.72999999999999,58.43
2018020920,116.06,59.8
2018020921,115.55,61.87
2018020922,114.29,60.23
2018020923,115.84,63.23
2018021000,113.94,62.3
2018021001,119.50999999999999,62.27
2018021002,121.2,59.57
2018021003,124.02000000000001,60.57
2018021004,121.88,62.67
2018021005,125.38,61.87
2018021006,124.23,62.87
2018021007,122.61999999999999,60.97
2018021008,120.22,63.63
2018021009,111.78999999999999,62.97
2018021010,108.73,62.33
2018021011,109.44000000000001,61.73
2018021012,104.59,57.3
2018021013,100.38000000000001,60.03
2018021014,107.09,59.0
2018021015,103.50999999999999,60.13
2018021016,101.91,59.37
2018021017,103.25,61.53
2018021018,103.59,58.67
2018021019,105.17,58.67
2018021020,108.14,60.6
2018021021,107.23,59.53
2018021022,104.4,61.57
2018021023,103.27,60.5
2018021100,106.53,60.47
2018021101,107.80999999999999,57.43
2018021102,107.09,60.53
2018021103,107.67999999999999,59.6
2018021104,111.60000000000001,60.57
2018021105,110.58,59.53
2018021106,110.08,58.6
2018021107,107.36,58.73
2018021108,109.71,59.83
2018021109,111.47,61.87
2018021110,107.37,59.67
2018021111,101.47,59.33
2018021112,107.46,59.3
